modele,Nom,couleur,cathegorie,marque,prix,Description,link
New Personnalisable Veilleuse Objet 3D Coeur - avec 7 couleurs - Tout s'allaume,Generic New Personnalisable Veilleuse Objet 3D Coeur - avec 7 couleurs - Tout s'allaume,Multi-couleurs,electronique,Generic,8730,"['Usage: Décoration et Cadeau', 'Couleurs: 7', 'Alimentation: Cable USB ou Pile', ""Type d'ampoule: LED"", 'Matériel:\xa0Acrylique + ABS', 'Puissance: 3W', 'Taille de la base: 100x40mm']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/558021/1.jpg?5596
TV Elactron 55 pouces,Elactron Televiseur ELACTRON 55 Pouces OLED Smart Android TS-5561AS,Noir,electronique,Elactron,254000,"['Type Produit: Téléviseur Smart', 'Marque Elactron', 'Modèle: TS-5561AS', 'Smart TV', 'Taille écran: 55 pouces', 'TAILLE 55 POUCES', 'RESOLUTION ULTA HD 4K', 'SYSTÈME D’EXPLOITATION ANDROID']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/763021/1.jpg?9330
43LK5000PTA,"LG Téléviseur - LED - Ecran 43"" - L/H 95.2 x 53.5 cm - Garantie 12 mois - Noir",Noir,electronique,LG,209000,"['Marque: LG', 'Écran: 43 pouces', ""Résolution d'écran: 1920x1080"", 'Caractéristiques: HDMI, USB 2.0, DVBT-2 Digital', 'Haut\xa0-\xa0parleur: 2.0 CH Dolby Digital', 'Conception: Slim Frame', 'Garantie 1 an', 'Puissance requise: 74 Watt']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/37084/1.jpg?4224
ILRF-101AA,ICONA Refrigerateur bar 1 porte 90L - ILRF-101AA  - Marron - Garantie 6 Mois,Marron,electronique,ICONA,74900,"['Réfrigérateur à une porte', 'Marque :\xa0ICONA', 'Volume : 90L', ""Compresseur à économie d'énergie et efficacité."", ""Couche de mousse Super Micto-Hole, technologie d'isolation de première classe."", 'Conception optimale du joint de porte pour une meilleure conservation du froid.', 'Intérieur antibactérien pour prévenir la prolifération des bactéries.', 'Classement par étoiles : *', 'Chargement (40HC) condenseur EntréeSortie : 375360', 'Réfrigérant : R134a600a', 'Dimensions du produit : 451x447x833mm', ""Dimensions de l'emballage : 460x470x850"", 'Poids brut (kg) : 23', 'Poids net (kg) : 21']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/900121/1.jpg?1973
Batteries,Generic Rechargement Batterie 4 piles rechargeables AA 1000 mAh,Noir,electronique,Generic,12142,"[""Piles rechargeables de haute qualité disponibles en plusieurs tailles d'emballage avec ou sans station de charge"", ""Les batteries de qualité supérieure peuvent supporter jusqu'à 500 recharges complètes"", ""La station de charge intelligente offre une charge rapide et efficace pour jusqu'à 4 piles AA ou 4 piles AAA rechargeables"", ""Plus d'un million de produits de batterie Venom vendus au Royaume-Uni seulement"", ""La station d'accueil peut également être utilisée pour charger d'autres piles rechargeables AA et AAA de marque""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/603911/1.jpg?2884
STCB-479WM,SMART TECHNOLOGY Réfrigérateur Combiné Avec Fontaine 262 Litres - STCB-479WM - Garantie 12 Mois,Gris,electronique,SMART TECHNOLOGY,237000,"['Type de produit : Réfrigérateur Combiné', 'Marque : Smart Technology', 'Modèle : STCB-479WM', 'Volume net : 262 L', 'Tension : 220-240V', 'Fréquence : 50 Hz', 'Puissance : 60 W', ""Consonmation d' energie: 0,685kw.h24h"", 'Classe climatique : ST', 'Réfrigérant : R600a48g', 'Capacité de congelation: 3.5kg 24h', ""Economie d'énergie : Oui"", 'Condensateur extérieur', 'Thermostat : Réglable', 'Roulette pour déplacement facile', ""Indice d'éficacité: ***"", 'Indice sonore: Faible', 'Mode de congélation rapide : Oui', 'Mode de rafraichissement rapide : Oui', 'Serrure : Non', 'Dimensions : 54.6 x 54.9 x 174.9 cm', 'Poids : 49 Kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/048911/1.jpg?8480
generic,"Generic Support avec roues pour Frigo, Lave-linge et Réfrigérateur - caoutchouc",Blan/Bleu ciel,electronique,Generic,11900,"['Nom du produit: SUPPORT de machine à laver', 'Longueur: réglable 50-62cm', 'Largeur: réglable 45-60CM', 'Hauteur: 9-10cm', 'Charge: 300 kg', ""Fonctionnalité: S'applique à tous les appareils ménagers"", 'Facile à déplacer et à nettoyer.', 'Facile à installer sans outils.']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/04606/1.jpg?4072
CA822009,Presse Agrume électrique - CA822009,Blanc / Vert,electronique,(Pas d'avis disponibles),6500,"['Type de produit : Presse agrume', 'Modèle :\xa0CA822009', 'Particularités : Rotation du moteur dans les deux sens, avec un seul cône', 'Poids : 0.61Kg', 'Couleur: blanc et vert']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/417121/1.jpg?7069
1500A,Airstar Régulateur tension stabilisateur 1500A,Variables,electronique,Airstar,28500,"['Input :220v', 'Output:220v,110v', 'Puissance. : 1500A', 'Fonction : stabilisateur', 'régulateur de tension']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/05379/1.jpg?6396
REGLABLE POUR CLIMATISEUR,Generic SUPPORT MURAL REGLABLE ÉQUERRE POUR CLIMATISEUR,N/A,electronique,Generic,13500,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/422001/1.jpg?1528
RFR-190,Roch Refrigerateur Combiné - Roch - RFR-190 DB-L - 149L - Gris,GRIS,electronique,Roch,199900,"['Type de produit: réfrigérateur', 'Marque: Roch', 'Modèle: RFR -RFR-190 DB-L', 'Contenance: 149L', 'Classe Energétique: A+', 'Classe Climatique: ST', 'Réglage Thermostat: oui', 'Consommation: 201 kWh annum', 'Congelateur avec 3 bac en plastique', 'Garantie: 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/784911/1.jpg?3264
SYMA,Autre Drone pliable wifi avec caméra intégrée - SYMA,Orange + gris,electronique,Autre,35000,"['Conception compacte et pliable', 'Bouton de décollageatterrissage', ""Contrôle de l'application avec vue en direct"", 'Retournement à 360', ""Maintien de l'altitude"", 'Vol en tire-bouchon et vol en cercle préprogrammés.', 'Autonomie Temps de vol : 10 minutes']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/777911/1.jpg?7460
0.5,"Generic Aspirateur dépoussiérage/éclairage 2 en 1, Multifonction sans fil, rechargeable",Aleatoire,electronique,Generic,9900,"['Type de produit : Mini-aspirateur', 'Avec câble USB', 'Il est également excellent pour le nettoyage de la voiture et de la maison', 'Taille : 14×16 cm', ""La taille de l'élément supplémentaire : 14 cm, 18 cm avec le pinceau"", 'Couleur : Noir', 'Puissance : 120 W', 'USB Rechargeable', 'Fonctions :\xa0 Dépoussiérage, Eclairage']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/603911/1.jpg?6006
Moyen,Generic Machine à pop-corn saine sans graisse - par Guilty Gadgets.27 x12.5   17cm,Rouge,electronique,Generic,15900,"['Couvercle transparent avec cuillère de remplissage intégrée', 'Interrupteur marche-arrêt avec voyant lumineux', 'Une façon saine de faire du pop-corn', 'Pops corn en quelques minutes, parfait pour les fêtes, regarder des films à la maison ou se faire plaisir', '27 x\xa012.5 x 17cm']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/85703/1.jpg?6196
Right Light Selfy,Generic Right Light Selfy Anneau lumineux LED : 10 pouces,Noir,electronique,Generic,12000,"['Source de lumière: LED SMD', 'Diamètre: 10""', 'Puissance totale: 55 W', 'Température de couleur: 3200 k-5500 K', 'Réglable: oui', 'Gamme de gradation: 1%-100%', ""Tension d'entrée: ca 110-240 V""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/172711/1.jpg?4403
HCF588,Haier Congélateur - Haier - Horizontal - HCF588 - 700L - BLANC - Garantie 12 Mois,BLANC,electronique,Haier,479000,"['Marque: Haier', 'Modèle: HCF 588', 'Type: Horizontal.', 'Dimensions:845*1410*745.', 'Capacité: 700 LITRES.', 'Puissance:220-240V50HZ.', 'Couleur: blanc', 'Autres caractéristiques:Dégivrage manuel  lumière interne']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/71016/1.jpg?7772
100,Generic Moulin Electrique Broyeur de Grains - Acier Inoxydable - 650 W - Gris,Gris,electronique,Generic,22800,"['Puissance : 650 w', 'Matériel : acier inoxydable', 'fréquence : 5060 Hz', 'Voltage: 220 V', 'Vitesse de rotation: 22000 rmin', 'Temps de travail: 5 min', 'Intervalle de temps: 10 min']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/59216/1.jpg?3719
Enceinte Bluetooth pour home cinéma,Generic Enceinte Bluetooth pour home cinéma  - 2.1 avec port USB/SD - Bluetooth & Fm,noir,electronique,Generic,26900,"['Type de produit : Chaîne Hi-Fi', 'Marque : ICONA LONDON', 'Fréquence : 50 - 60 Hz', 'Séparation : >45dB', 'Distorsion : 3% SN : 70dB', 'Radio FM : Oui', 'Port USB : Oui', 'Bluetooth : Oui', 'Port carte mémoire : Oui', 'Poids : 4.8 Kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/594201/1.jpg?0367
Ronde,Generic 2 in 1  Haut Parleur / Ecouteurs - TG808 - CAMF6,Multicolore,electronique,Generic,14990,"['Type\xa0 : Sound', 'Marque : Oraimo', 'Modèle : OBS-33S', 'Radio FM, USB, lecteur de carte TF', 'Entrée audio, casque, lecture bluetooth, téléphone bluetooth', 'Capacité de la batterie: 400 mAh', 'Couleur : Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/36489/1.jpg?0902
Big bass 95,Woxter Enceintes haut-parleurs avec cable Jack 3.5mm - Woxter Big bass 95- Noir,Noir,electronique,Woxter,15000,"['Boutons de contrôle du volume, des graves et des aigus en façade.', ""Voyant d'état"", ""Unité de gamme complète de 3 pouces; intègre une prise casque et une prise AUX à l'avant ; confortable et polyvalent"", 'Confortable et polyvalent.', 'Entrée auxiliaire en façade pour votre appareil audio : MP3, etc.', 'Connexion facile à votre PC, ordinateur portable, etc. via la mini-prise 3,5 mm.', 'Fréquence de réponse : 50 Hz-20 Khz ; séparation > 35dB ; Rapport signalbruit >70dB ; dimensions : 97 x 207 mm', 'Séparation > 35 dB. Rapport signalbruit > 70dB.']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/948611/1.jpg?8348
FP546811,Moulinex ROBOT de Cuisine DOUBLE FORCE COMPACT Multifonction + 9 Accessoires - NOIR,Noir,electronique,Moulinex,79500,"['Marque: \u200eMoulinex', 'Numéro de modèle: \u200eFP546811', 'Couleur: \u200eNoir  Gris Foncé', 'Dimensions du colis: \u200e44.3 x 38 x 27.4 cm; 4.65 kilogrammes', 'Capacité: \u200e3 Litres', 'Volume: \u200e3 Litres', 'Puissance: \u200e800 Watts', 'Voltage: \u200e220 Volts', 'Matériau: \u200eAcier inoxydable 181337', 'Fonction arrêt automatique: \u200eNon', 'Nombre de vitesses: \u200e6', 'Caractéristiques: \u200eProgrammable', ""Poids de l'article: \u200e4.65 kg"", '9 ACCESSOIRES : pour réaliser toutes vos préparations culinaires. Bol 3L avec couteau hachoir, blender 1,25L, mini hachoir, 3 disques pour râper trancher (fin et épais), disque émulsionneur, pétrin, spatule et boite de rangement.', 'BOL 3L : pour préparer de grandes quantités', ""MALIN : assemblez en un tour de main l'accessoire choisi sur la base du robôt grâce à ses deux sorties moteur distinctes."", '6 OPTIONS DE REGLAGE : au choix pour ajuster la vitesse selon vos préparations.', 'Usages recommandés pour le produitMélange, Trancher, Hacher, Pétrir, Émulsionner']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/453911/1.jpg?7450
Télescope astronomique,Generic Télescope Astronomique Avec Trépied De Recherche D'étoiles - Argent,Argent,electronique,Generic,13490,"['Matière: aluminium + plastique', 'Modèle: F36050m', 'Réfraction  longueur focale: 360mm', 'Ouverture optique: 50mm', 'Miroir: 90°', 'Hauteur maximale du trépied: 340 mm', 'Longueur de la marchandise: 13.18 pouces', 'Hauteur du trépied: 11,81 pouces', 'Emballage lourd: 800g  28,22 oz', ""Taille d'emballage: 440 * 220 * 100mm  17.32 * 8.66 * 3.94in""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/631121/1.jpg?5876
3L,"Generic Hachoir Électrique avec 2 Niveaux de Vitesse, Multifonctionnel - 3 Litres",Argent,electronique,Generic,15900,"['Type de produit : Hachoir électrique', 'Matériau : Acier inoxydableverre', 'Capacité : 3 Litres', 'Couleur : Stainless Steel Color', 'Sans BPA']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/792711/1.jpg?3684
RD-29DC4SA,Hisense Réfrigérateur - Combiné – 3 TIROIRS - GARANTIE 12 MOIS - Gris,Argent,electronique,Hisense,259000,"['Marque: Hisense', 'Nombre de portes : 2', 'Volume net : 225 Litres', 'Dimensions (L  P  H):\xa0 55.4 * 55.8 * 161.3 CM', 'Poids : 50 Kg', 'Tension : 220~240 V', 'Fréquence : 50 Hz', 'Classe énergétique : A+', 'Classe climatique : N~ST', 'Réfrigérant : R600a68', 'Contrôle de la température', 'Indice d’efficacité : ****', 'Capacité de congélation (kg  24h) : 3', 'Capacité réfrigérateur : 159 L', 'Capacité congélateur : 66 L', 'Dégivrage (dégivrage  sans givre) : Defrost']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/01895/1.jpg?0668
s15,Generic Écouteur Bluetooth 5.3 Cheaper S15 Gaming Earphones - Noir,Noir,electronique,Generic,4500,"['A Charger impérativement une (01) à deux (02) heures avant utilisation', 'Type de produit:\xa0Écouteur Bluetooth E7S', ""Le code de vérification d'Amoi est sur l'emballage"", '125 heures de musique  temps de conversation (5H  charge * 25 charges)', 'Utilisez comme une batterie externe de 2000mAh pour recharger votre téléphone également', 'Utilisez également comme support de téléphone', 'Bluetooth 5.0', 'Imperméabilité à la sueur  à la pluie', 'Suppression du bruit CVC8.0', ""Poids de l'emballage: 0,15 kg, 1 pièce poids des écouteurs: 4,3 g, poids de la boîte de chargement: 86 g."", ""Taille de l'emballage: 5 cm * 10 cm * 15 cm"", 'Taille de la boîte de chargement: 3,5 cm * 4,7 cm * 9,2 cm, taille des écouteurs: 2,1 cm * 2,3 cm * 1,3 cm']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/109711/1.jpg?3005
Haut-parleurs Bluetooth,"Generic Barre De Son Sans Fil 6D, Haut-parleur Surround, Bluetooth 5.0 - Noir",Noir,electronique,Generic,9600,"['* Haut-parleur Bluetooth avec câble AUX 3,5 mm', ""* Haut-parleur portable et haut-parleur d'ordinateur"", '* Stéréo 6D et basses profondes* 4 lumières de refroidissement LED (uniquement la version Pro)', '* Klaxon double cœur et surround 360°* La couleur argent est similaire au gris', '* Prise en charge de la carte AUXTFlecture USB* Haut-parleur rechargeable et filaire']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/080121/1.jpg?3235
"18""",Deco Ring light -18 pouces - avec télécommande - et trépied,Noir,electronique,Deco,35000,"['Marque : Générique', 'Taille : 18 pouces', 'Matière : Métal et Plastique', 'Type de lumière : Multicolore', 'Base : Trépied', 'Support Smartphone : Oui', 'Couleur trépied : Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/948611/1.jpg?8334
STCDV-483,SMART TECHNOLOGY Congélateur Vertical Vitrine 170 Litres STCDV-483 - Avec Clé - Noir - Garantie 12 Mois,Noir,electronique,SMART TECHNOLOGY,209300,"['Type de produit : Congélateur\xa0vertical', 'Marque : Smart Technology', 'Modèle :\xa0STCDV-483', 'Capacité : 170 litres', 'Format : Vitrine', 'Fermeture à clef : Oui', 'Tension : 220-240V', 'Fréquence : 50 Hz', 'Garantie : 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/76289/1.jpg?5082
BWM-070B,Binatone Machine à Laver Semi-Automatique – Binatone – BWM-070B- 7KG - 12 mois,Blanc,electronique,Binatone,170000,"['Marque : Binatone', 'Type produit : Machine à Laver', 'Catégorie : Electroménager', 'Modèle : BWM-070B', 'Couleur : Blanc', 'Fonctionnalité: Semi-Automatique', 'Capacité Litrage : 7 Kg', 'Classe énergétique : A+', 'Alimentation : 220v240v', 'Matériau : Plastique', 'Garantie : 12 Mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/714201/1.jpg?7794
STCC-215M,SMART TECHNOLOGY Congélateur Horizontal STCC-215M - 142 L - Blanc - 12 Mois Garantie,Blanc,electronique,SMART TECHNOLOGY,126000,"['Type de produit : Congélateur\xa0Horizontal', 'Référence : STCC-215M', 'Capacité brute: 142L', 'Type de climat: SNNSTT', 'Capacité de congelations: 6kg24h', 'Tension: 220-240V', 'Fréquence:50HZ', 'Courant nominal: 1.25A', ""Consommation d'énergie: 1.06Kwh"", 'Réfrigérant: R600a47g', 'Thermostat réglable: Oui', 'Pieds réglables: Oui', 'Dimensions: 64x 45 x90 cm', 'Poids: 27Kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/685401/1.jpg?6415
WS 1618,Wster Haut-Parleur Multimédia Bluetooth - WS 1618 - Noir,noir,electronique,Wster,9900,"['Son surround 3D stéréo', '4-5h de sauvegarde', 'Connexion Bluetooth à tout appareil prenant en charge les téléphones mobiles, tablettes et ordinateurs portables, etc.', 'Prend en charge la carte SD  Pendrive  Aux  Bluetooth  FM intégré', 'Support mobile intégré']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/20699/1.jpg?9401
SC 339JXEA,Haier Réfrigérateur - Vitrine - SC 339JXEA - 340L - Garantie 12 Mois,Blanc,electronique,Haier,399000,"['Marque : Haier', 'Capacité - 340L', 'Gaz R600a', '4 pieds réglables', ""Consommation d'énergie: 2,1 kW h-24h"", ""Porte en verre à double vitrage rempli d'argon"", ""Ventilateur intérieur pour une circulation de l'air à 360 °"", 'Lumière intérieure', 'Fan Cooling', 'Conception de porte à fermeture automatique', 'Température: 0-10˚C', 'Dimensions [H  L  P] - 530 mm * 585 mm * 1580 mm']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/34585/1.jpg?7590
CAC118,C.A.C – Réfrigérateur Combiné 2 tiroirs 118 litres - Garantie 12 Mois -CAC160RB,Gris,electronique,(Pas d'avis disponibles),134900,"['Marque : CAC', 'Type de produit : Réfrigeteur', 'Catégorie : Combiné', 'Modèle :\xa0CAC160RB', 'Vulome Total : 118 Litres', 'Nombre D’étagères\xa0: 3', 'Nombre de bac: 2', 'Matière: Inox', 'Classe Climatique : T', 'Garantie: 12 Mois', 'Service après vente garanti', 'Dimension:\xa049,4 X 46,4 X 130 CM', 'Tension: 220 - 240 V 50Hz', 'Poids: 27 kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/507121/1.jpg?1589
moyen,Generic Fer à repasser électrique,blanc,electronique,Generic,6555,"['Couleur: blanc', 'Tension : 220V-240V', 'Type : fer sec', 'Puissance : 1000W', 'Poids net: 0,527 KG', 'Taille : 245*120*97mm9,64"" *3,81"" 4,72*']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/563021/1.jpg?7802
