Nom,prix,link,marque,Description,modele,couleur,cathegorie,identification,file_name
"Generic 5 Palettes de Poudre - 2 Marrons, 2 Claires et 1 Noir",1990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/323/1.jpg?6702,Generic,"['5 poudre de couleurs différentes', 'Blanc: Pour une peau plus lumineuse', 'Ivoire: Pour la peau claire', 'Peau: Pour une peau normale', 'Naturel: Pour la peau en profondeur', 'Brown: Pour la peau en profondeur']",0.1,Mixe,beaute-hygiene-sante,1684,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\1684_Generic_5_Palettes_de_Poudre_-_2_Marrons__2_Claires_et_1_Noir.jpg
"SMART TECHNOLOGY SMART TV 32"" - HDMI - FHD - 3D -Wifi - Régulateur + Décodeur Intégré - Noir - Garantie 12 Mois",59900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/410911/1.jpg?5126,SMART TECHNOLOGY,"['Pas de Support Mural', 'Type de produit : SMART TV', 'Modèle : STT-5032SA', 'Ecran : 32 Pouces', 'Résolution : HD 1080p (1920x1080p)', 'Interface : HDMI, USB', 'Tension : 100 - 240 V', 'Fréquence : 50 - 60 Hz', 'Dimensions : 79.7 X 10.8 X 48.3 cm', 'Poids : 3.8Kg']",STT-5032SA,Noir,electronique,1685,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1685_SMART_TECHNOLOGY_SMART_TV_32__-_HDMI_-_FHD_-_3D_-Wifi_-_R_gulateur___D_codeur_Int_gr__-_Noir_-_Garantie_12_Mois.jpg
Nexon TV LED ULTRA SLIM SANS BORDURE 32 Pouces - HD - NLE-32A-C - Noir,48900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/051121/1.jpg?5921,Nexon,"['Type produit : TV LED', 'Marque : Nexon', 'Modèle :\xa0NLE-32A-C', 'taille : 32 pouces (81 cm)', 'Résolution affichage : 1366x768 pixels', 'Ratio : 16:9', 'Contraste ratio : 3000:1', 'Luminosité : 180cdm2', 'Temps de réponse : 8.5ms', 'Haut-parleurs : 2x6W', 'USB :\xa0 x2', 'HDMI : x2', 'Alimentation : 100-240V  50-60HZ', 'Consommation : 55W', 'Couleur : Noir']",NLE-32A-C,Noir,electronique,1686,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1686_Nexon_TV_LED_ULTRA_SLIM_SANS_BORDURE_32_Pouces_-_HD_-_NLE-32A-C_-_Noir.jpg
Nexon NEXON Bouilloire Electrique 2 Litres – 1500W - NEK- 180 - Silver,3950,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/566121/1.jpg?6542,Nexon,"['Type de produit : Bouilloire électrique', 'Marque : NEXON', 'Référence : NEK- 180', 'Capacité : 2 Litres', 'Puissance : 1500 Watts', 'Tension : 220-240 V', 'Fréquence : 5060 Hz', 'Protection de sécurité', 'Corps en acier inoxydable de haute qualité couvercle intérieur plastique', 'Design ergonomique', ""Economie d'énergie"", 'Rotation de la base à 360 degrés', 'Longueur du câble : 60cm']",1,Silver,electronique,1687,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1687_Nexon_NEXON_Bouilloire_Electrique_2_Litres___1500W_-_NEK-_180_-_Silver.jpg
"Hikers TV 32"" - LED - Sans Bordure - HD -USB-HDM - Support Mural Offert - Noir",47900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/258911/1.jpg?3253,Hikers,"['Type de produit :\xa0TV LED', 'Marque : Hikers', 'Ecran : 32""', 'Sans Bordure -', 'HD -USB-HDM', 'Support Mural Offert']",SN-HK32D2-R,Noir,electronique,1688,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1688_Hikers_TV_32__-_LED_-_Sans_Bordure_-_HD_-USB-HDM_-_Support_Mural_Offert_-_Noir.jpg
"Hikers Smart TV Android-32""-LED HD + Décodeur Intégré+Régulateur De Tension-USB-HDMI",59900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/848911/1.jpg?9510,Hikers,"['Frameless', '1 Year Warranty', 'A Class Display: 32 Inch MAX Display Mode (1366 X 768)', 'Eco-Friendly', 'Automatic Volume Leveller (AVL)']",SN-HK32D2-S,Noir,electronique,1689,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1689_Hikers_Smart_TV_Android-32_-LED_HD___D_codeur_Int_gr__R_gulateur_De_Tension-USB-HDMI.jpg
Nexon Smart TV Android LED 43 Pouces - Ultra Slim Sans Bordures - Full HD - Noir,99900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/328121/1.jpg?5445,Nexon,"['Type de produit : Téléviseur', 'Marque : Nexon', 'Modèle : NLE-43S-C', 'Ecran : 43 Pouces (108 cm)', 'Résolution : Full HD 1920x1080 pixels', 'Contraste ratio : 4000:1', 'Luminosité : 220cdm2', 'Affichage couleurs : 16.7 Millions', 'Aspect ratio : 16:9', 'Smart Tv : Oui', 'HDMI : x3', 'USB : x2', 'Entrée audio : x1', 'Haut parleurs : 2x6W', 'Android : Oui', 'Android DDR : 1Go', 'Android Flash : 8Go', 'Version Android : Android 11', 'Alimentation : 100-240V - 5060Hz', 'Consommation : 75W', 'Couleur : Noir']",NLE-43S-C,Noir,electronique,1690,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1690_Nexon_Smart_TV_Android_LED_43_Pouces_-_Ultra_Slim_Sans_Bordures_-_Full_HD_-_Noir.jpg
Astech Téléviseur LED 43 Pouces - Smart Android - 43AB111D - Noir - Garantie 12 Mois,124600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/986911/1.jpg?7769,Astech,"['Type Produit : Téléviseur Led', 'Marque : Astech', 'Modèle : 43AB111D', 'Smart\xa0Android TV', 'Ecran : 43 pouces (108 cm)', 'Smart Hub et une fonction à distance', 'Technologie de mise en miroir d’écran mobile', 'Connectivité Wi-Fi et Ethernet intégrée', 'Accédez à l’interface Smart TV de Samsung', 'Navigateur Web complet', '2 x ports HDMI', '1 x port USB', '1 x port vidéo composante', 'PurColor', 'Dolby Digital Plus', 'Hub intelligent avec vos applications préférées: Youtube, Netflix, etc.', 'Garantie: 12 mois']",43AB111D,Noir,electronique,1691,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1691_Astech_T_l_viseur_LED_43_Pouces_-_Smart_Android_-_43AB111D_-_Noir_-_Garantie_12_Mois.jpg
Fer à Repasser à Vapeur CAC Petit Modele - 1400W / 220-240V - CA820454,6000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/507121/1.jpg?1589,(23 avis vérifiés),"['Type de Produit : Fer à Repasser A Vapeur', 'Marque : CAC', 'Puissance : 1400W', 'Matériau du corps: Plastique', 'Voltage: 220 -224V - 50 Hz', 'Facile a ranger']",CA820454,MAUVE BLANC,electronique,1692,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1692_Fer___Repasser___Vapeur_CAC_Petit_Modele_-_1400W___220-240V_-_CA820454.jpg
SMART TECHNOLOGY Réfrigérateur Bar 2 Portes 100 Litres - Gris - STR-135H-Garantie 12 Mois,79900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/06888/1.jpg?8685,SMART TECHNOLOGY,"['Type de produit : Réfrigérateur 2 battants', 'Marque : Smart Technology', 'Modèle : STR-135H', 'Nombre de portes : 2', 'Volume brute: 100 L', 'Volume total net : 68 L', 'Capacité de congélation: 2.0 kg24h', 'Tension : 220-240V', 'Fréquence : 50Hz', 'Courant nominal: 1A', ""Puissance d ' entrée nominale: 100 W"", 'Puissance lampe: 15 W', 'Réfrigérant : R600a', 'Poids du réfrigérant: 32g', 'Design modernisé', 'Ergonomique et élégant', 'Poids net : 21 Kg', 'Garantie : 12 mois']",STR-135H,Gris,electronique,1693,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1693_SMART_TECHNOLOGY_R_frig_rateur_Bar_2_Portes_100_Litres_-_Gris_-_STR-135H-Garantie_12_Mois.jpg
Hisense Smart TV LED 43 Pouces - 43A4G - Full HD - U4- Noir - Garantie 12 mois,144200,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/258911/1.jpg?0486,Hisense,"['Type de Produit : TV LED', 'Marque : Hisense', 'Modèle : 43A4G', 'Smart TV', 'Écran : 43 Pouces (108 cm)', ""Résolution d'écran : Full HD : 1920x1080 pixems"", 'Haut-parleurs : 10W', 'HDMI : 2', 'USB : 2', 'Navigation Web : Oui', 'Ethernet : Oui', ""Système d'exploitation : VIDAA U4"", 'Alimentation électrique : AC220-240V 5060Hz', 'Audio : Oui']",43A4G,Noir,electronique,1694,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1694_Hisense_Smart_TV_LED_43_Pouces_-_43A4G_-_Full_HD_-_U4-_Noir_-_Garantie_12_mois.jpg
SMART TECHNOLOGY Système Audio Avec Haut-parleur Multimédia - STHB-9999 - FM-USB - Carte Mémoire - Noir,19900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/682121/1.jpg?0233,SMART TECHNOLOGY,"['Type de produit : Système Audio avec Haut-parleur multimédia', 'Modèle :\xa0STHB-9999', 'Puissance de sortie: 20W R.M.S', ""Exigence d' alimentation: AC220-240V  5060Hz"", 'Unité de pilotage: Subwoofer 5.25"" +Satellite 3""*2', 'Fréquence de réponse : 40Hz-20KHz', 'Taux SN:≥68dB', 'Séparation:≥48dB', 'Distorsion: ≤0,3% à la sortie 1W à 1 kHz', 'Taille du Subwoofer : WW160*D323*H270mm', 'Taille du Satellite : WW100*D101*H162mm', 'Bluetooth: OUI', 'Radio FM : Oui', 'Port USB : Oui', 'Port carte mémoire : Oui', 'Poids : 8.08 Kg']",STHB-9999,Noir/Orange,electronique,1695,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1695_SMART_TECHNOLOGY_Syst_me_Audio_Avec_Haut-parleur_Multim_dia_-_STHB-9999_-_FM-USB_-_Carte_M_moire_-_Noir.jpg
Bruhm TV LED - 32 Pouces - HD - BTF-32SN - HDMI : x3 USB : x2 Noir,49600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/919811/1.jpg?2075,Bruhm,"['Type de Produit : TV LED', 'Marque : Bruhm', 'Modèle : BTF-32SN', 'Écran : 32 Pouces (81 cm)', 'HDMI : x3', 'USB : x2', 'Alimentation électrique : AC220-240V 5060Hz', 'Couleur : Noir']",BTF-32SN,Noir,electronique,1696,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1696_Bruhm_TV_LED_-_32_Pouces_-_HD_-_BTF-32SN_-_HDMI___x3_USB___x2_Noir.jpg
Cuisinière à Gaz 4 Feux - 50x50 - Inox - Gris - CAC50G,73900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/392121/1.jpg?0949,(8 avis vérifiés),"['Type Produit : Cuisinière à gaz', 'Marque : CAC', 'Matière : inox', 'Modèle : CAC50G', 'Nombre de feux : 4', '50x50 cm', 'Bruleur gaz rapide: 1.85kW', 'Bruleur gaz Semi-rapide: 2x1.50 kW', 'Bruleur gaz auxiliaire: 1 kW', 'Puissance du bruleur de grill: 2kW', 'Bruleur du four 2.40 kW', 'Type de gaz LPG (G30) 30mbar: 600gh', 'Total du gaz: 8.25 kW', 'Classe: I-IP20', 'Categorie: I3BP', '1 plateau - 1 grille', 'Type de couvercle:', 'Abattant: verre', ""Tension d'alimentio  Frequence: 220-240 V - 50-60 Hz"", 'Consomation Electrique: Min. 0.06 kW - Max. 5.6 kW', 'Fusibe a utiliser: Min. 16 A - Max. 25A', 'Type de cordon electrique: 3 x 0.75 PVC - X 1 PVC - 3 X 1.5 PVC - 3 X 2.5 PVC H05 VV-F...', 'Longueur du cordon: Max.1.5M', 'Classe energetique: B', 'Eclairage : 25 W', 'Puissance du grill: 2000w']",CAC50G,Gris,electronique,1697,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1697_Cuisini_re___Gaz_4_Feux_-_50x50_-_Inox_-_Gris_-_CAC50G.jpg
SMART TECHNOLOGY Réfrigérateur Bar 2 Portes 53 Litres - Gris - STR-99H - Garantie 12 Mois,69900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/06888/1.jpg?5257,SMART TECHNOLOGY,"['Type de produit : Réfrigérateur 2 battants', 'Marque : Smart Technology', 'Modèle : STR-99H', 'Nombre de portes : x2', 'Volume total net : 53 L Net', 'Réfrigérant : R600a', 'Design modernisé', 'Ergonomique et élégant', 'Fermeture à clef : Oui', 'Tension : 220V', 'Fréquence : 50Hz', 'Puissance nominale: 120 W', 'Puissance lampe: 15 W', 'Dimensions : 46.0 x 48.3 x 88.9 cm', 'Poids : 22.5 Kg', 'Garantie : 12 mois']",STR-99H,Gris,electronique,1698,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1698_SMART_TECHNOLOGY_R_frig_rateur_Bar_2_Portes_53_Litres_-_Gris_-_STR-99H_-_Garantie_12_Mois.jpg
Astech TV LED - 43 Pouces - Full HD - 43OG14 - Noir - Garantie 12 Mois,98500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/141501/1.jpg?7771,Astech,"['Type Produit : Téléviseur LED', 'Marque : Astech', 'Taille écran : 43 pouces (108cm)', ""Résolution d'affichage : Full HD 1920x1080 Pixels"", 'HDMI : Oui', 'USB : Oui', 'Couleur : Noir', 'Garantie: 12 mois']",43OG14,Noir,electronique,1699,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1699_Astech_TV_LED_-_43_Pouces_-_Full_HD_-_43OG14_-_Noir_-_Garantie_12_Mois.jpg
SMART TECHNOLOGY Réfrigérateur Bar 1 Porte 90 Litres - STR-90H - Garantie 12 Mois,64500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/97289/1.jpg?8449,SMART TECHNOLOGY,"['Type de produit : Réfrigérateur Combiné', 'Marque : Smart Technology', 'Modèle : STR-90H', 'Nombre de portes 1', 'Volume total net : 90 L', 'Réfrigérant : R600a', 'Design modernisé', 'Ergonomique et élégant', 'Fermeture à clef : Oui', 'Tension : 220V-240V', 'Fréquence : 50Hz', 'Puissance nominale: 70 W', 'Puissance lampe: 15 W', 'Consommation d’énergie : 0.38kwh24h', 'Dimensions : 45 x 45 x 78 cm', 'Poids : 20 Kg']",STR-90H,Gris,electronique,1700,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1700_SMART_TECHNOLOGY_R_frig_rateur_Bar_1_Porte_90_Litres_-_STR-90H_-_Garantie_12_Mois.jpg
Astech Machine à laver MLG72-V725S-CI - 7kg,159900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/141501/1.jpg?7909,Astech,"['Type de produit: Machine à laver', 'Capacité de lavage: 7kg', 'Classe énergétique: A+++', ""Vitesse d'essorage:1000 trmin"", 'Référence:\xa0MLG73-V730DG']",MLG72-V725S-CI,Gris,electronique,1701,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1701_Astech_Machine___laver_MLG72-V725S-CI_-_7kg.jpg
Astech Téléviseur LED 32 Pouces - HD - 32OG14 - Noir - Garantie 12 Mois,57750,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/986911/1.jpg?8641,Astech,"['Type Produit : Téléviseur LED', 'Marque : Astech', 'Modèle : 32OG14', 'Taile écran : 32 pouces', 'HDMI : Oui', 'USB : Oui', 'Couleur : Noir', 'Garantie: 12 mois']",32OG14,Noir,electronique,1702,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1702_Astech_T_l_viseur_LED_32_Pouces_-_HD_-_32OG14_-_Noir_-_Garantie_12_Mois.jpg
WOW TV TV LED 32 Pouces - HD - Noir - Garantie 6 Mois,52900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/504811/1.jpg?5063,WOW TV,"['Type de Produit : TV DLED', 'Marque : WOW', 'Modèle : WA-32BH5000B2', 'Écran : 32 Pouces (81 cm)', ""Résolution d'affichage : HD 1366x768 Pixels"", 'Haut-parleurs : 8W + 8W', 'HDMI :x2', 'USB : x2', 'Aspect ratio : 16:9', 'Brightness : 220±10%', 'Contraste : 3000:1', 'Angle de vue : 176°(H) X 176°(V)', 'Couleurs : 16.7M', 'Temps de réponse : 6.5ms', 'Fréquence : 60HZ', 'Alimentation : 100-240V~ 5060Hz', 'Dimensions : 72.51 x 21.46 x 47.73 cm', 'Poids : 3.5Kg', 'Garantie : 6 mois', ""Les problèmes d'écrans ne sont pas pris en comptes dans la garantie"", ""La garantie ne prend pas en charge les reparations sur l'écran"", 'Dimension Poids', 'avec support(mm) sans support(mm) Net(Kg) Brut(Kg) 1Carton(Kg)', '725.1*214.6*477.3 725.1*69*426.8 3,5 4,5 1', '1,1 Système TV PAL BG DK I，SECAM BG DK', '1,2 Système DTV NON', '1,3 Système AV PAL, SECAM, NTSC', '1,4 MTS ou NICAM Non', '1,5 Sous-titrageV-Chip Non', '1,6 Page télétexte Non', '1,7 Langue du télétexte Non', '1,8 Canal de stockage maximum 99', '2,1 Mode image Oui', '2,2 Compatibilité HDTV（YPBPR）NON', '2,3 Résolution PCR supportant 640*480,800*600,1024*768,1366*768,1920*1080(Panneau FHD uniquement)', '2,4 Compatible USB（Aucun accord de licence）,USB JPEGBMPPNG,MP3,TXT,MPEG124,H.264', '3,1 Mode sonore Oui', '3,2 Effet sonore Oui', '3,3 Puissance maximale de sortie audio 8W+8W(8Ω）)', '4,1 Entrée antenne ×1( Type DIN)', '4,2 Entrée USB ×2', '4,3 Entrée HDMI ×2', '4,4 Entrée VGA ×1', '4,5 Entrée PC AUDIO ×1', '4,6 Entrée audio（RCA）（LR）×1', '4,7 Vidéo（RCA）Input ×1', '4,8 Entrée YPbPr（RCA）NON', '4,9 Entrée RJ45 Non', '4,1 Entrée carte CI Non', '4,11 Entréesortie SCaRT Non', '4,12 Entrée DC(12V)）Non', '4,13 LOGEMENT DE CARTE NON', '5,1 Sortie écouteurs ×1', '5,2 Sortie ligne audio（RCA）（LR）Non', '5,3 Sortie vidéo（RCA）） NonNon', '5,4 Optique Non', '5,5 Sortie coaxiale ×1', '6,1 Puissance nominale 100-240V~ 5060Hz', '6,2 Consommation électrique E32:60W', '7.1* WIFI Non', '7.2* Système intelligent Non', '7.3* CPU Non', '7.4* GPU Non', '7.5* RAM Non', '7.6* Mémoire flash non', 'Garantie : 06 mois']",WA-32BH5000B2,Noir,electronique,1703,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1703_WOW_TV_TV_LED_32_Pouces_-_HD_-_Noir_-_Garantie_6_Mois.jpg
SMART TECHNOLOGY Réfrigérateur 2 Portes 225 Litres - Argenté- STR-344H - Garantie 12 Mois - Classe A+,129900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/06888/1.jpg?6089,SMART TECHNOLOGY,"['Type de produit: Réfrigérateur 2 battants', 'Marque : Smart Technology', 'Référence: STR-344H', 'Capacité net: 225 L', 'Capacité réfrigérateur: 174 L', 'Capacité congélateur: 51 L', 'Classe énergétique :A+', 'Tension: 220-240 V', 'Fréquence: 50 Hz', 'Ampérage: 1.0A', 'Puissance: 120 W', 'Puissance lampe: 15 W', ""Consommation d'énergie: 0.74 (kwh24h)"", 'Gaz réfrigérant: R600a', 'Tropicalisé', 'Design moderne perfectionné', 'Poignets élégants', ""Economie d'électricité"", 'Dimensions :52.6×53.5×146.4cm', 'Poids: 37 Kg', 'Garantie : 12 mois']",STR-344H,Argenté,electronique,1704,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1704_SMART_TECHNOLOGY_R_frig_rateur_2_Portes_225_Litres_-_Argent_-_STR-344H_-_Garantie_12_Mois_-_Classe_A_.jpg
Astech Smart TV LED 55 Pouces Android 55AC111D - 4K Ultra HD - Noir - Garantie 12 Mois,229000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/502501/1.jpg?9448,Astech,"['Type produit : Smart TV', 'Marque : Astech', 'Modèle : 55AG220A', 'Taille écran 55\xa0pouces (139\xa0cm)', 'Résolution affichage : Ultra HD 3840x2160 pixels', 'Smart Hub et une fonction à distance', 'Technologie de mise en miroir d’écran mobile', 'Connectivité Wi-Fi et Ethernet intégrée', 'Accédez à l’interface Smart TV de Samsung', 'Navigateur Web complet', '2 x ports HDMI', '1 x port USB', '1 x port vidéo composante', 'PurColor', 'Dolby Digital Plus', 'Hub intelligent avec vos applications préférées: Youtube, Netflix, etc.', 'Garantie: 12 mois']",55AG220A,Noir,electronique,1705,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1705_Astech_Smart_TV_LED_55_Pouces_Android_55AC111D_-_4K_Ultra_HD_-_Noir_-_Garantie_12_Mois.jpg
SMART TECHNOLOGY Congélateur Horizontal 320 Litres Brut- Gris - STCC-320 - Garantie 12 Mois,165000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/427911/1.jpg?4423,SMART TECHNOLOGY,"['Type de produit : Congélateur horizontal', 'Marque : Smart Technology', 'Modèle : STCC-320', 'Réfrigérant: R134a105g', 'Volume brut : 320 L', 'Volume net : 264 L', 'Voltage : 220-240V', 'Puissance lampe: 2W', 'Fréquence : 50Hz', 'Réfrigérant: R134a105g', 'Dimensions : 118.6 x 58.2 x 87 cm', 'Clé: Oui', 'Grille pour refroidissement: Oui', 'Thermostat réglable: Oui', 'Pieds réglables: Oui', 'Poids : 39.2 Kg', 'Garantie : 12 mois']",STCC-320,Gris,electronique,1706,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\electronique\1706_SMART_TECHNOLOGY_Cong_lateur_Horizontal_320_Litres_Brut-_Gris_-_STCC-320_-_Garantie_12_Mois.jpg
